PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Illinois,2022,13,X,2.22576,X,X,X,X,X,X,1580,174,70987
States,Massachusetts,2022,13,X,2.11857,X,X,X,X,X,X,1492,88,70425
States,New Jersey,2022,13,X,2.78777,X,X,X,X,X,X,721,33,25863
States,New York,2022,13,X,2.70543,X,X,X,X,X,X,1339,124,49493
States,Texas,2022,13,X,2.90498,X,X,X,X,X,X,1605,74,55250
States,Washington,2022,13,X,1.67483,X,X,X,X,X,X,585,69,34929
States,California,2022,14,X,1.33353,X,X,X,X,X,X,1614,154,121032
States,Florida,2022,14,X,2.34379,X,X,X,X,X,X,5479,349,233767
States,Illinois,2022,14,X,2.23898,X,X,X,X,X,X,1654,175,73873
States,Massachusetts,2022,14,X,2.8313,X,X,X,X,X,X,2044,88,72193
States,New Jersey,2022,14,X,3.08266,X,X,X,X,X,X,851,33,27606
States,New York,2022,14,X,3.45247,X,X,X,X,X,X,1731,123,50138
States,Texas,2022,14,X,2.50129,X,X,X,X,X,X,1498,79,59889
States,Washington,2022,14,X,1.6,X,X,X,X,X,X,526,69,32875
States,California,2022,15,X,1.42706,X,X,X,X,X,X,1704,156,119406
States,Florida,2022,15,X,2.89471,X,X,X,X,X,X,6863,348,237088
States,Illinois,2022,15,X,2.44952,X,X,X,X,X,X,1799,175,73443
States,Massachusetts,2022,15,X,3.43025,X,X,X,X,X,X,2493,86,72677
States,New Jersey,2022,15,X,3.34407,X,X,X,X,X,X,955,34,28558
States,New York,2022,15,X,2.97229,X,X,X,X,X,X,1548,121,52081
States,Texas,2022,15,X,2.41557,X,X,X,X,X,X,1394,78,57709
States,Washington,2022,15,X,1.66604,X,X,X,X,X,X,578,72,34693
States,California,2022,16,X,1.59983,X,X,X,X,X,X,1921,157,120075
States,Florida,2022,16,X,3.16497,X,X,X,X,X,X,7654,349,241835
States,Illinois,2022,16,X,2.54072,X,X,X,X,X,X,1881,174,74034
States,Massachusetts,2022,16,X,3.30314,X,X,X,X,X,X,2192,88,66361
States,New Jersey,2022,16,X,3.17796,X,X,X,X,X,X,872,35,27439
States,New York,2022,16,X,2.68122,X,X,X,X,X,X,1329,121,49567
States,Texas,2022,16,X,2.42739,X,X,X,X,X,X,1400,77,57675
States,Washington,2022,16,X,2.12252,X,X,X,X,X,X,764,72,35995
States,California,2022,17,X,1.74749,X,X,X,X,X,X,2210,154,126467
States,Florida,2022,17,X,3.35719,X,X,X,X,X,X,8240,348,245443
States,Illinois,2022,17,X,2.47715,X,X,X,X,X,X,1908,174,77024
States,Massachusetts,2022,17,X,2.82196,X,X,X,X,X,X,2065,88,73176
States,New Jersey,2022,17,X,3.07325,X,X,X,X,X,X,887,34,28862
States,New York,2022,17,X,2.7295,X,X,X,X,X,X,1418,119,51951
States,Texas,2022,17,X,3.02052,X,X,X,X,X,X,580,54,19202
States,Washington,2022,17,X,2.56583,X,X,X,X,X,X,951,71,37064
States,California,2022,18,X,1.98102,X,X,X,X,X,X,2419,146,122109
States,Florida,2022,18,X,3.87459,X,X,X,X,X,X,9574,348,247097
States,Illinois,2022,18,X,2.38061,X,X,X,X,X,X,1845,173,77501
States,Massachusetts,2022,18,X,3.25263,X,X,X,X,X,X,2406,87,73971
States,New Jersey,2022,18,X,3.77092,X,X,X,X,X,X,1120,34,29701
States,New York,2022,18,X,3.30129,X,X,X,X,X,X,1765,122,53464
States,Texas,2022,18,X,2.27896,X,X,X,X,X,X,1330,76,58360
States,Washington,2022,18,X,2.62539,X,X,X,X,X,X,971,72,36985
States,California,2022,19,X,2.1401,X,X,X,X,X,X,2603,144,121630
States,Florida,2022,19,X,4.77392,X,X,X,X,X,X,12238,351,256351
States,Illinois,2022,19,X,2.45281,X,X,X,X,X,X,1983,173,80846
States,Massachusetts,2022,19,X,3.36681,X,X,X,X,X,X,2561,85,76066
States,New Jersey,2022,19,X,3.95711,X,X,X,X,X,X,1155,33,29188
States,New York,2022,19,X,3.32802,X,X,X,X,X,X,1940,122,58293
States,Texas,2022,19,X,3.09662,X,X,X,X,X,X,699,56,22573
States,Washington,2022,19,X,2.66545,X,X,X,X,X,X,992,70,37217
States,California,2022,20,X,2.41753,X,X,X,X,X,X,3040,143,125748
States,Florida,2022,20,X,5.50178,X,X,X,X,X,X,14478,351,263151
States,Illinois,2022,20,X,2.18909,X,X,X,X,X,X,1753,175,80079
States,Massachusetts,2022,20,X,2.61888,X,X,X,X,X,X,1911,81,72970
States,New Jersey,2022,20,X,3.79869,X,X,X,X,X,X,1179,33,31037
States,New York,2022,20,X,2.84144,X,X,X,X,X,X,1530,121,53846
States,Texas,2022,20,X,2.26227,X,X,X,X,X,X,1396,77,61708
States,Washington,2022,20,X,2.76157,X,X,X,X,X,X,1051,69,38058
States,California,2022,21,X,2.41103,X,X,X,X,X,X,3017,148,125133
States,Florida,2022,21,X,6.46971,X,X,X,X,X,X,17313,350,267601
States,Illinois,2022,21,X,2.22038,X,X,X,X,X,X,1580,175,71159
States,Massachusetts,2022,21,X,2.04848,X,X,X,X,X,X,1445,77,70540
States,New Jersey,2022,21,X,3.46802,X,X,X,X,X,X,1078,34,31084
States,New York,2022,21,X,2.54923,X,X,X,X,X,X,1283,122,50329
States,Texas,2022,21,X,2.05984,X,X,X,X,X,X,433,55,21021
States,Washington,2022,21,X,2.81759,X,X,X,X,X,X,1103,69,39147
States,California,2022,22,X,2.57686,X,X,X,X,X,X,3067,148,119021
States,Florida,2022,22,X,6.63976,X,X,X,X,X,X,17372,352,261636
States,Illinois,2022,22,X,2.19406,X,X,X,X,X,X,1572,175,71648
States,Massachusetts,2022,22,X,1.61906,X,X,X,X,X,X,1073,75,66273
States,New Jersey,2022,22,X,3.61862,X,X,X,X,X,X,1057,33,29210
States,New York,2022,22,X,2.16659,X,X,X,X,X,X,1093,121,50448
States,Texas,2022,22,X,2.53696,X,X,X,X,X,X,1378,73,54317
States,Washington,2022,22,X,2.66699,X,X,X,X,X,X,997,67,37383
States,California,2022,23,X,2.29064,X,X,X,X,X,X,2688,139,117347
States,Florida,2022,23,X,5.53338,X,X,X,X,X,X,14194,350,256516
States,Illinois,2022,23,X,1.87852,X,X,X,X,X,X,1316,174,70055
States,Massachusetts,2022,23,X,1.33855,X,X,X,X,X,X,930,74,69478
States,New Jersey,2022,23,X,3.32109,X,X,X,X,X,X,1004,34,30231
States,New York,2022,23,X,2.09582,X,X,X,X,X,X,1210,118,57734
States,Texas,2022,23,X,2.47614,X,X,X,X,X,X,1336,69,53955
States,Washington,2022,23,X,2.2638,X,X,X,X,X,X,847,67,37415
States,California,2022,24,X,2.12019,X,X,X,X,X,X,2451,143,115603
States,Florida,2022,24,X,4.78214,X,X,X,X,X,X,12108,351,253192
States,Illinois,2022,24,X,1.56826,X,X,X,X,X,X,1098,174,70014
States,Massachusetts,2022,24,X,1.20256,X,X,X,X,X,X,841,74,69934
States,New Jersey,2022,24,X,3.3983,X,X,X,X,X,X,1020,33,30015
States,New York,2022,24,X,1.98084,X,X,X,X,X,X,978,116,49373
States,Texas,2022,24,X,2.35681,X,X,X,X,X,X,1269,67,53844
States,Washington,2022,24,X,2.03223,X,X,X,X,X,X,734,67,36118
States,California,2022,25,X,2.02374,X,X,X,X,X,X,2399,146,118543
States,Florida,2022,25,X,4.15921,X,X,X,X,X,X,10253,351,246513
States,Illinois,2022,25,X,1.43728,X,X,X,X,X,X,1009,174,70202
States,Massachusetts,2022,25,X,1.0713,X,X,X,X,X,X,731,75,68235
States,New Jersey,2022,25,X,3.4569,X,X,X,X,X,X,940,31,27192
States,New York,2022,25,X,1.89253,X,X,X,X,X,X,984,117,51994
States,Texas,2022,25,X,2.11761,X,X,X,X,X,X,1143,71,53976
States,Washington,2022,25,X,2.07125,X,X,X,X,X,X,775,67,37417
States,California,2022,26,X,1.86714,X,X,X,X,X,X,2244,147,120184
States,Florida,2022,26,X,3.66901,X,X,X,X,X,X,8841,349,240964
States,Illinois,2022,26,X,1.45907,X,X,X,X,X,X,991,173,67920
States,Massachusetts,2022,26,X,1.00039,X,X,X,X,X,X,695,74,69473
States,New Jersey,2022,26,X,3.05829,X,X,X,X,X,X,871,31,28480
States,New York,2022,26,X,1.7523,X,X,X,X,X,X,870,116,49649
States,Texas,2022,26,X,2.36787,X,X,X,X,X,X,1077,50,45484
States,Washington,2022,26,X,1.66066,X,X,X,X,X,X,631,66,37997
States,California,2022,27,X,1.90386,X,X,X,X,X,X,2202,146,115660
States,Florida,2022,27,X,3.48806,X,X,X,X,X,X,8568,349,245638
States,Illinois,2022,27,X,1.46666,X,X,X,X,X,X,1006,173,68591
States,Massachusetts,2022,27,X,0.981253,X,X,X,X,X,X,659,74,67159
States,New Jersey,2022,27,X,2.84297,X,X,X,X,X,X,831,32,29230
States,New York,2022,27,X,1.67672,X,X,X,X,X,X,937,116,55883
States,Texas,2022,27,X,2.62774,X,X,X,X,X,X,1278,63,48635
States,Washington,2022,27,X,1.41866,X,X,X,X,X,X,513,66,36161
States,California,2022,28,X,1.79231,X,X,X,X,X,X,2136,144,119176
States,Florida,2022,28,X,3.30378,X,X,X,X,X,X,8096,349,245053
States,Illinois,2022,28,X,1.45841,X,X,X,X,X,X,1034,173,70899
States,Massachusetts,2022,28,X,0.75175,X,X,X,X,X,X,523,74,69571
States,New Jersey,2022,28,X,2.71556,X,X,X,X,X,X,816,33,30049
States,New York,2022,28,X,1.50115,X,X,X,X,X,X,780,116,51960
States,Texas,2022,28,X,2.36695,X,X,X,X,X,X,1191,53,50318
States,Washington,2022,28,X,1.28013,X,X,X,X,X,X,469,66,36637
States,California,2022,29,X,1.6696,X,X,X,X,X,X,1993,146,119370
States,Florida,2022,29,X,3.25243,X,X,X,X,X,X,7833,348,240835
States,Illinois,2022,29,X,1.56495,X,X,X,X,X,X,1107,172,70737
States,Massachusetts,2022,29,X,0.814192,X,X,X,X,X,X,559,73,68657
States,New Jersey,2022,29,X,2.60911,X,X,X,X,X,X,767,33,29397
States,New York,2022,29,X,1.48426,X,X,X,X,X,X,747,115,50328
States,Texas,2022,29,X,2.46876,X,X,X,X,X,X,1231,53,49863
States,Washington,2022,29,X,1.06377,X,X,X,X,X,X,377,66,35440
States,California,2022,30,X,1.59307,X,X,X,X,X,X,1828,145,114747
States,Florida,2022,30,X,3.10488,X,X,X,X,X,X,7520,348,242199
States,Illinois,2022,30,X,1.50575,X,X,X,X,X,X,1058,173,70264
States,Massachusetts,2022,30,X,0.81028,X,X,X,X,X,X,565,74,69729
States,New Jersey,2022,30,X,2.96001,X,X,X,X,X,X,846,32,28581
States,New York,2022,30,X,1.4774,X,X,X,X,X,X,750,116,50765
States,Texas,2022,30,X,2.4976,X,X,X,X,X,X,1170,51,46845
States,Washington,2022,30,X,1.0095,X,X,X,X,X,X,359,66,35562
States,California,2022,31,X,1.40839,X,X,X,X,X,X,1619,145,114954
States,Florida,2022,31,X,2.6785,X,X,X,X,X,X,6370,348,237820
States,Illinois,2022,31,X,1.54931,X,X,X,X,X,X,1063,170,68611
States,Massachusetts,2022,31,X,0.771434,X,X,X,X,X,X,536,74,69481
States,New Jersey,2022,31,X,2.80548,X,X,X,X,X,X,813,32,28979
States,New York,2022,31,X,1.4802,X,X,X,X,X,X,811,116,54790
States,Texas,2022,31,X,1.94617,X,X,X,X,X,X,956,53,49122
States,Washington,2022,31,X,0.944824,X,X,X,X,X,X,337,66,35668
States,California,2022,32,X,1.33549,X,X,X,X,X,X,1534,143,114864
States,Florida,2022,32,X,2.51634,X,X,X,X,X,X,5884,349,233832
States,Illinois,2022,32,X,1.53029,X,X,X,X,X,X,1066,170,69660
States,Massachusetts,2022,32,X,0.800972,X,X,X,X,X,X,554,74,69166
States,New Jersey,2022,32,X,2.73611,X,X,X,X,X,X,799,32,29202
States,New York,2022,32,X,1.59385,X,X,X,X,X,X,827,116,51887
States,Texas,2022,32,X,1.83804,X,X,X,X,X,X,892,53,48530
States,Washington,2022,32,X,0.891518,X,X,X,X,X,X,315,66,35333
States,California,2022,33,X,1.37727,X,X,X,X,X,X,1623,143,117842
States,Florida,2022,33,X,2.6449,X,X,X,X,X,X,6292,349,237892
States,Illinois,2022,33,X,1.43859,X,X,X,X,X,X,974,167,67705
States,Massachusetts,2022,33,X,0.816388,X,X,X,X,X,X,544,72,66635
States,New Jersey,2022,33,X,2.31727,X,X,X,X,X,X,661,33,28525
States,New York,2022,33,X,1.25233,X,X,X,X,X,X,637,116,50865
States,Texas,2022,33,X,2.23971,X,X,X,X,X,X,1130,52,50453
States,Washington,2022,33,X,0.909929,X,X,X,X,X,X,316,66,34728
States,California,2022,34,X,1.62306,X,X,X,X,X,X,1949,140,120082
States,Florida,2022,34,X,3.07322,X,X,X,X,X,X,7530,348,245020
States,Illinois,2022,34,X,1.74856,X,X,X,X,X,X,1290,172,73775
States,Massachusetts,2022,34,X,0.819348,X,X,X,X,X,X,559,74,68225
States,New Jersey,2022,34,X,2.31387,X,X,X,X,X,X,671,34,28999
States,New York,2022,34,X,1.46255,X,X,X,X,X,X,562,117,38426
States,Texas,2022,34,X,3.39012,X,X,X,X,X,X,1811,51,53420
States,Washington,2022,34,X,0.852806,X,X,X,X,X,X,300,66,35178
States,California,2022,35,X,1.83675,X,X,X,X,X,X,2218,140,120757
States,Florida,2022,35,X,3.22675,X,X,X,X,X,X,8019,347,248516
States,Illinois,2022,35,X,2.01771,X,X,X,X,X,X,1502,172,74441
States,Massachusetts,2022,35,X,0.769004,X,X,X,X,X,X,521,75,67750
States,New Jersey,2022,35,X,2.29354,X,X,X,X,X,X,606,32,26422
States,New York,2022,35,X,1.0171,X,X,X,X,X,X,505,118,49651
States,Texas,2022,35,X,4.04506,X,X,X,X,X,X,2122,48,52459
States,Washington,2022,35,X,0.799954,X,X,X,X,X,X,279,67,34877
States,California,2022,36,X,1.79679,X,X,X,X,X,X,2152,137,119769
States,Florida,2022,36,X,3.22321,X,X,X,X,X,X,7841,347,243267
States,Illinois,2022,36,X,2.07513,X,X,X,X,X,X,1575,174,75899
States,Massachusetts,2022,36,X,0.914233,X,X,X,X,X,X,611,78,66832
States,New Jersey,2022,36,X,2.30391,X,X,X,X,X,X,660,33,28647
States,New York,2022,36,X,1.21673,X,X,X,X,X,X,623,118,51203
States,Texas,2022,36,X,3.92683,X,X,X,X,X,X,1930,51,49149
States,Washington,2022,36,X,1.03862,X,X,X,X,X,X,355,67,34180
States,California,2022,37,X,1.73253,X,X,X,X,X,X,2147,144,123923
States,Florida,2022,37,X,3.06748,X,X,X,X,X,X,7355,347,239773
States,Illinois,2022,37,X,1.84541,X,X,X,X,X,X,1385,172,75051
States,Massachusetts,2022,37,X,1.12976,X,X,X,X,X,X,828,77,73290
States,New Jersey,2022,37,X,2.89386,X,X,X,X,X,X,876,33,30271
States,New York,2022,37,X,1.71699,X,X,X,X,X,X,982,117,57193
States,Texas,2022,37,X,3.76957,X,X,X,X,X,X,1948,51,51677
States,Washington,2022,37,X,1.22778,X,X,X,X,X,X,438,67,35674
States,California,2022,38,X,1.88569,X,X,X,X,X,X,2333,144,123721
States,Florida,2022,38,X,3.33144,X,X,X,X,X,X,8039,347,241307
States,Illinois,2022,38,X,1.96208,X,X,X,X,X,X,1423,170,72525
States,Massachusetts,2022,38,X,1.23265,X,X,X,X,X,X,1016,84,82424
States,New Jersey,2022,38,X,3.11816,X,X,X,X,X,X,954,33,30595
States,New York,2022,38,X,1.87767,X,X,X,X,X,X,1091,117,58104
States,Texas,2022,38,X,4.70016,X,X,X,X,X,X,2621,52,55764
States,Washington,2022,38,X,1.40313,X,X,X,X,X,X,513,67,36561
States,California,2022,39,X,1.97883,X,X,X,X,X,X,2443,148,123457
States,Florida,2022,39,X,3.39787,X,X,X,X,X,X,7288,349,214487
States,Illinois,2022,39,X,2.01751,X,X,X,X,X,X,1560,172,77323
States,Massachusetts,2022,39,X,1.39094,X,X,X,X,X,X,1113,84,80018
States,New Jersey,2022,39,X,3.54979,X,X,X,X,X,X,1043,32,29382
States,New York,2022,39,X,1.82684,X,X,X,X,X,X,1005,118,55013
States,Texas,2022,39,X,4.37227,X,X,X,X,X,X,2372,52,54251
States,Washington,2022,39,X,1.21702,X,X,X,X,X,X,560,72,46014
States,California,2022,40,X,2.44759,X,X,X,X,X,X,7136,225,291552
States,Florida,2022,40,X,2.92512,X,X,X,X,X,X,6946,362,237460
States,Illinois,2022,40,X,2.54323,X,X,X,X,X,X,1759,180,69164
States,Massachusetts,2022,40,X,1.5803,X,X,X,X,X,X,1269,92,80301
States,New Jersey,2022,40,X,3.48983,X,X,X,X,X,X,1005,31,28798
States,New York,2022,40,X,2.35321,X,X,X,X,X,X,933,122,39648
States,Texas,2022,40,X,4.69311,X,X,X,X,X,X,2654,60,56551
States,Washington,2022,40,X,1.05319,X,X,X,X,X,X,356,71,33802
States,California,2022,41,X,2.69767,X,X,X,X,X,X,7892,226,292549
States,Florida,2022,41,X,2.98013,X,X,X,X,X,X,7097,361,238144
States,Illinois,2022,41,X,2.70207,X,X,X,X,X,X,2090,178,77348
States,Massachusetts,2022,41,X,1.72671,X,X,X,X,X,X,1412,94,81774
States,New Jersey,2022,41,X,3.93441,X,X,X,X,X,X,1147,31,29153
States,New York,2022,41,X,4.36652,X,X,X,X,X,X,518,121,11863
States,Texas,2022,41,X,5.40857,X,X,X,X,X,X,3328,62,61532
States,Washington,2022,41,X,1.17641,X,X,X,X,X,X,495,72,42077
States,California,2022,42,X,3.02693,X,X,X,X,X,X,8955,223,295844
States,Florida,2022,42,X,3.64088,X,X,X,X,X,X,8762,361,240656
States,Illinois,2022,42,X,3.03269,X,X,X,X,X,X,2422,180,79863
States,Massachusetts,2022,42,X,1.68775,X,X,X,X,X,X,1402,95,83069
States,New Jersey,2022,42,X,4.47403,X,X,X,X,X,X,1381,33,30867
States,New York,2022,42,X,2.62504,X,X,X,X,X,X,1098,124,41828
States,Texas,2022,42,X,6.0281,X,X,X,X,X,X,3720,60,61711
States,Washington,2022,42,X,1.67822,X,X,X,X,X,X,426,73,25384
States,California,2022,43,X,3.73647,X,X,X,X,X,X,11136,223,298035
States,Florida,2022,43,X,4.78704,X,X,X,X,X,X,12160,362,254019
States,Illinois,2022,43,X,3.46368,X,X,X,X,X,X,2846,180,82167
States,Massachusetts,2022,43,X,2.07313,X,X,X,X,X,X,1732,95,83545
States,New Jersey,2022,43,X,5.38049,X,X,X,X,X,X,1704,32,31670
States,New York,2022,43,X,2.75031,X,X,X,X,X,X,1936,124,70392
States,Texas,2022,43,X,7.72925,X,X,X,X,X,X,5069,61,65582
States,Washington,2022,43,X,2.05054,X,X,X,X,X,X,887,73,43257
States,California,2022,44,X,4.50526,X,X,X,X,X,X,13396,225,297341
States,Florida,2022,44,X,5.50544,X,X,X,X,X,X,14390,362,261378
States,Illinois,2022,44,X,4.19095,X,X,X,X,X,X,3459,181,82535
States,Massachusetts,2022,44,X,2.64377,X,X,X,X,X,X,2260,95,85484
States,New Jersey,2022,44,X,7.44489,X,X,X,X,X,X,2472,32,33204
States,New York,2022,44,X,3.88556,X,X,X,X,X,X,2499,124,64315
States,Texas,2022,44,X,8.54895,X,X,X,X,X,X,5726,62,66979
States,Washington,2022,44,X,2.89621,X,X,X,X,X,X,1364,73,47096
States,California,2022,45,X,5.45335,X,X,X,X,X,X,16348,226,299779
States,Florida,2022,45,X,6.01916,X,X,X,X,X,X,14928,361,248008
States,Illinois,2022,45,X,4.31,X,X,X,X,X,X,3770,182,87471
States,Massachusetts,2022,45,X,2.65212,X,X,X,X,X,X,2256,95,85064
States,New Jersey,2022,45,X,7.86554,X,X,X,X,X,X,2588,33,32903
States,New York,2022,45,X,4.21725,X,X,X,X,X,X,2765,124,65564
States,Texas,2022,45,X,9.8796,X,X,X,X,X,X,5063,61,51247
States,Washington,2022,45,X,4.65073,X,X,X,X,X,X,2227,73,47885
States,California,2022,46,X,6.47208,X,X,X,X,X,X,20087,223,310364
States,Florida,2022,46,X,5.48824,X,X,X,X,X,X,14127,362,257405
States,Illinois,2022,46,X,4.84578,X,X,X,X,X,X,3802,178,78460
States,Massachusetts,2022,46,X,2.77051,X,X,X,X,X,X,2254,95,81357
States,New Jersey,2022,46,X,7.45082,X,X,X,X,X,X,2193,31,29433
States,New York,2022,46,X,4.53211,X,X,X,X,X,X,2778,123,61296
States,Texas,2022,46,X,9.87538,X,X,X,X,X,X,3677,50,37234
States,Washington,2022,46,X,7.4949,X,X,X,X,X,X,3563,74,47539
States,California,2022,47,X,8.85566,X,X,X,X,X,X,22774,223,257169
States,Florida,2022,47,X,5.89708,X,X,X,X,X,X,13872,361,235235
States,Illinois,2022,47,X,6.56306,X,X,X,X,X,X,5021,180,76504
States,Massachusetts,2022,47,X,4.58742,X,X,X,X,X,X,3200,95,69756
States,New Jersey,2022,47,X,8.96695,X,X,X,X,X,X,2670,32,29776
States,New York,2022,47,X,5.84341,X,X,X,X,X,X,3513,124,60119
States,Texas,2022,47,X,9.18269,X,X,X,X,X,X,4948,61,53884
States,Washington,2022,47,X,12.9332,X,X,X,X,X,X,5945,74,45967
States,California,2022,48,X,8.20078,X,X,X,X,X,X,26030,221,317409
States,Florida,2022,48,X,5.74952,X,X,X,X,X,X,15284,360,265831
States,Illinois,2022,48,X,6.29991,X,X,X,X,X,X,5396,180,85652
States,Massachusetts,2022,48,X,6.31883,X,X,X,X,X,X,5451,95,86266
States,New Jersey,2022,48,X,9.7561,X,X,X,X,X,X,3264,32,33456
States,New York,2022,48,X,6.83606,X,X,X,X,X,X,4606,124,67378
States,Texas,2022,48,X,8.16427,X,X,X,X,X,X,5139,59,62945
States,Washington,2022,48,X,11.7328,X,X,X,X,X,X,6043,74,51505
States,California,2022,49,X,7.18702,X,X,X,X,X,X,21518,223,299401
States,Florida,2022,49,X,5.73731,X,X,X,X,X,X,15359,360,267704
States,Illinois,2022,49,X,5.88178,X,X,X,X,X,X,4861,180,82645
States,Massachusetts,2022,49,X,7.89965,X,X,X,X,X,X,6685,95,84624
States,New Jersey,2022,49,X,8.62705,X,X,X,X,X,X,2761,32,32004
States,New York,2022,49,X,8.18203,X,X,X,X,X,X,4894,124,59814
States,Texas,2022,49,X,7.90764,X,X,X,X,X,X,4644,58,58728
States,Washington,2022,49,X,10.6642,X,X,X,X,X,X,5284,73,49549
States,California,2022,50,X,6.43924,X,X,X,X,X,X,18479,220,286975
States,Florida,2022,50,X,6.28252,X,X,X,X,X,X,16677,361,265451
States,Illinois,2022,50,X,6.13549,X,X,X,X,X,X,4377,173,71339
States,Massachusetts,2022,50,X,8.72322,X,X,X,X,X,X,7292,95,83593
States,New Jersey,2022,50,X,7.43288,X,X,X,X,X,X,2151,31,28939
States,New York,2022,50,X,5.15234,X,X,X,X,X,X,2540,123,49298
States,Texas,2022,50,X,7.05818,X,X,X,X,X,X,4013,58,56856
States,Washington,2022,50,X,9.03203,X,X,X,X,X,X,4365,73,48328
States,California,2022,51,X,6.48097,X,X,X,X,X,X,17211,209,265562
States,Florida,2022,51,X,6.50865,X,X,X,X,X,X,16102,360,247394
States,Illinois,2022,51,X,4.96167,X,X,X,X,X,X,3126,180,63003
States,Massachusetts,2022,51,X,8.89624,X,X,X,X,X,X,6988,95,78550
States,New Jersey,2022,51,X,6.76435,X,X,X,X,X,X,1722,30,25457
States,New York,2022,51,X,6.92419,X,X,X,X,X,X,3956,120,57133
States,Texas,2022,51,X,6.69468,X,X,X,X,X,X,3075,57,45932
States,Washington,2022,51,X,7.24828,X,X,X,X,X,X,2927,72,40382
States,California,2022,52,X,6.47401,X,X,X,X,X,X,15272,218,235897
States,Florida,2022,52,X,6.3677,X,X,X,X,X,X,16271,358,255524
States,Illinois,2022,52,X,3.78811,X,X,X,X,X,X,2520,178,66524
States,Massachusetts,2022,52,X,7.95073,X,X,X,X,X,X,5893,95,74119
States,New Jersey,2022,52,X,5.92052,X,X,X,X,X,X,1670,30,28207
States,New York,2022,52,X,5.40239,X,X,X,X,X,X,3151,123,58326
States,Texas,2022,52,X,6.58356,X,X,X,X,X,X,3871,53,58798
States,Washington,2022,52,X,4.7523,X,X,X,X,X,X,1955,72,41138
States,California,2023,1,X,5.36975,X,X,X,X,X,X,13217,220,246138
States,Florida,2023,1,X,5.2658,X,X,X,X,X,X,14582,358,276919
States,Illinois,2023,1,X,2.62565,X,X,X,X,X,X,1830,181,69697
States,Massachusetts,2023,1,X,4.71774,X,X,X,X,X,X,3698,95,78385
States,New Jersey,2023,1,X,4.66758,X,X,X,X,X,X,1369,31,29330
States,New York,2023,1,X,3.50057,X,X,X,X,X,X,2075,123,59276
States,Texas,2023,1,X,5.28723,X,X,X,X,X,X,2751,56,52031
States,Washington,2023,1,X,2.96109,X,X,X,X,X,X,1251,72,42248
States,California,2023,2,X,3.86336,X,X,X,X,X,X,10907,220,282319
States,Florida,2023,2,X,4.13728,X,X,X,X,X,X,10502,360,253838
States,Illinois,2023,2,X,2.09415,X,X,X,X,X,X,1440,181,68763
States,Massachusetts,2023,2,X,2.75916,X,X,X,X,X,X,2120,94,76835
States,New Jersey,2023,2,X,3.88473,X,X,X,X,X,X,1100,32,28316
States,New York,2023,2,X,2.63004,X,X,X,X,X,X,1438,123,54676
States,Texas,2023,2,X,4.12182,X,X,X,X,X,X,2443,59,59270
States,Washington,2023,2,X,1.85538,X,X,X,X,X,X,819,72,44142
States,California,2023,3,X,3.29358,X,X,X,X,X,X,8614,220,261539
States,Florida,2023,3,X,3.87619,X,X,X,X,X,X,9817,360,253264
States,Illinois,2023,3,X,1.89547,X,X,X,X,X,X,1307,179,68954
States,Massachusetts,2023,3,X,2.12983,X,X,X,X,X,X,1526,95,71649
States,New Jersey,2023,3,X,3.64219,X,X,X,X,X,X,978,31,26852
States,New York,2023,3,X,2.38797,X,X,X,X,X,X,1256,123,52597
States,Texas,2023,3,X,3.70605,X,X,X,X,X,X,2107,45,56853
States,Washington,2023,3,X,1.48388,X,X,X,X,X,X,627,72,42254
States,California,2023,4,X,3.20698,X,X,X,X,X,X,9287,218,289587
States,Florida,2023,4,X,3.69914,X,X,X,X,X,X,9525,360,257492
States,Illinois,2023,4,X,1.99596,X,X,X,X,X,X,1363,179,68288
States,Massachusetts,2023,4,X,1.90216,X,X,X,X,X,X,1429,95,75125
States,New Jersey,2023,4,X,3.67634,X,X,X,X,X,X,1000,31,27201
States,New York,2023,4,X,2.34254,X,X,X,X,X,X,1282,123,54727
States,Texas,2023,4,X,3.82218,X,X,X,X,X,X,2048,43,53582
States,Washington,2023,4,X,1.44114,X,X,X,X,X,X,639,72,44340
States,California,2023,5,X,3.42504,X,X,X,X,X,X,10071,221,294040
States,Florida,2023,5,X,3.72095,X,X,X,X,X,X,9701,359,260713
States,Illinois,2023,5,X,2.04028,X,X,X,X,X,X,1388,180,68030
States,Massachusetts,2023,5,X,1.70274,X,X,X,X,X,X,1246,95,73176
States,New Jersey,2023,5,X,3.57658,X,X,X,X,X,X,1017,32,28435
States,New York,2023,5,X,2.47437,X,X,X,X,X,X,1318,121,53266
States,Texas,2023,5,X,3.51183,X,X,X,X,X,X,1633,42,46500
States,Washington,2023,5,X,1.40135,X,X,X,X,X,X,623,72,44457
States,California,2023,6,X,3.55255,X,X,X,X,X,X,10583,220,297899
States,Florida,2023,6,X,3.63625,X,X,X,X,X,X,9537,360,262276
States,Illinois,2023,6,X,2.12108,X,X,X,X,X,X,1551,180,73123
States,Massachusetts,2023,6,X,1.72143,X,X,X,X,X,X,1335,95,77552
